Date,Allocation
2020-04-23,"{""SQQQ"": 12.039278829172817, ""TQQQ"": 87.96072117082718}"
2020-04-24,"{""cash"": 100.0}"
2020-04-27,"{""cash"": 100.0}"
2020-04-28,"{""SQQQ"": 0.792105056786141, ""TQQQ"": 99.20789494321386}"
2020-04-29,"{""cash"": 100.0}"
2020-04-30,"{""cash"": 100.0}"
2020-05-01,"{""cash"": 100.0}"
2020-05-04,"{""cash"": 100.0}"
2020-05-05,"{""cash"": 100.0}"
2020-05-06,"{""cash"": 100.0}"
2020-05-07,"{""cash"": 100.0}"
2020-05-08,"{""cash"": 100.0}"
2020-05-11,"{""cash"": 100.0}"
2020-05-12,"{""cash"": 100.0}"
2020-05-13,"{""cash"": 100.0}"
2020-05-14,"{""cash"": 100.0}"
2020-05-15,"{""cash"": 100.0}"
2020-05-18,"{""cash"": 100.0}"
2020-05-19,"{""cash"": 100.0}"
2020-05-20,"{""cash"": 100.0}"
2020-05-21,"{""cash"": 100.0}"
2020-05-22,"{""cash"": 100.0}"
2020-05-26,"{""cash"": 100.0}"
2020-05-27,"{""cash"": 100.0}"
2020-05-28,"{""cash"": 100.0}"
2020-05-29,"{""cash"": 100.0}"
2020-06-01,"{""cash"": 100.0}"
2020-06-02,"{""cash"": 100.0}"
2020-06-03,"{""cash"": 100.0}"
2020-06-04,"{""cash"": 100.0}"
2020-06-05,"{""cash"": 100.0}"
2020-06-08,"{""cash"": 100.0}"
2020-06-09,"{""cash"": 100.0}"
2020-06-10,"{""cash"": 100.0}"
2020-06-11,"{""cash"": 100.0}"
2020-06-12,"{""cash"": 100.0}"
2020-06-15,"{""cash"": 100.0}"
2020-06-16,"{""cash"": 100.0}"
2020-06-17,"{""cash"": 100.0}"
2020-06-18,"{""cash"": 100.0}"
2020-06-19,"{""cash"": 100.0}"
2020-06-22,"{""cash"": 100.0}"
2020-06-23,"{""cash"": 100.0}"
2020-06-24,"{""cash"": 100.0}"
2020-06-25,"{""cash"": 100.0}"
2020-06-26,"{""SQQQ"": 0.6730220389697394, ""TQQQ"": 99.32697796103027}"
2020-06-29,"{""cash"": 100.0}"
2020-06-30,"{""cash"": 100.0}"
2020-07-01,"{""cash"": 100.0}"
2020-07-02,"{""cash"": 100.0}"
2020-07-06,"{""cash"": 100.0}"
2020-07-07,"{""cash"": 100.0}"
2020-07-08,"{""cash"": 100.0}"
2020-07-09,"{""cash"": 100.0}"
2020-07-10,"{""cash"": 100.0}"
2020-07-13,"{""cash"": 100.0}"
2020-07-14,"{""cash"": 100.0}"
2020-07-15,"{""cash"": 100.0}"
2020-07-16,"{""cash"": 100.0}"
2020-07-17,"{""cash"": 100.0}"
2020-07-20,"{""cash"": 100.0}"
2020-07-21,"{""cash"": 100.0}"
2020-07-22,"{""cash"": 100.0}"
2020-07-23,"{""cash"": 100.0}"
2020-07-24,"{""SQQQ"": 5.618594511140385, ""TQQQ"": 94.38140548885961}"
2020-07-27,"{""cash"": 100.0}"
2020-07-28,"{""SQQQ"": 6.633716974091564, ""TQQQ"": 93.36628302590843}"
2020-07-29,"{""cash"": 100.0}"
2020-07-30,"{""cash"": 100.0}"
2020-07-31,"{""cash"": 100.0}"
2020-08-03,"{""cash"": 100.0}"
2020-08-04,"{""cash"": 100.0}"
2020-08-05,"{""cash"": 100.0}"
2020-08-06,"{""cash"": 100.0}"
2020-08-07,"{""cash"": 100.0}"
2020-08-10,"{""cash"": 100.0}"
2020-08-11,"{""SQQQ"": 4.7289788327195765, ""TQQQ"": 95.27102116728042}"
2020-08-12,"{""cash"": 100.0}"
2020-08-13,"{""cash"": 100.0}"
2020-08-14,"{""cash"": 100.0}"
2020-08-17,"{""cash"": 100.0}"
2020-08-18,"{""cash"": 100.0}"
2020-08-19,"{""cash"": 100.0}"
2020-08-20,"{""cash"": 100.0}"
2020-08-21,"{""cash"": 100.0}"
2020-08-24,"{""cash"": 100.0}"
2020-08-25,"{""cash"": 100.0}"
2020-08-26,"{""cash"": 100.0}"
2020-08-27,"{""cash"": 100.0}"
2020-08-28,"{""cash"": 100.0}"
2020-08-31,"{""cash"": 100.0}"
2020-09-01,"{""cash"": 100.0}"
2020-09-02,"{""cash"": 100.0}"
2020-09-03,"{""cash"": 100.0}"
2020-09-04,"{""cash"": 100.0}"
2020-09-08,"{""SQQQ"": 49.37472509785209, ""TQQQ"": 50.62527490214791}"
2020-09-09,"{""SQQQ"": 22.670892921479247, ""TQQQ"": 77.32910707852075}"
2020-09-10,"{""SQQQ"": 44.965226239899735, ""TQQQ"": 55.034773760100265}"
2020-09-11,"{""SQQQ"": 53.411796542781744, ""TQQQ"": 46.588203457218256}"
2020-09-14,"{""SQQQ"": 37.76052229230908, ""TQQQ"": 62.23947770769092}"
2020-09-15,"{""SQQQ"": 25.001819131976266, ""TQQQ"": 74.99818086802374}"
2020-09-16,"{""SQQQ"": 42.65086931436978, ""TQQQ"": 57.34913068563022}"
2020-09-17,"{""SQQQ"": 59.147180041235934, ""TQQQ"": 40.85281995876406}"
2020-09-18,"{""SQQQ"": 72.13602768653217, ""TQQQ"": 27.863972313467823}"
2020-09-21,"{""SQQQ"": 70.04406997831683, ""TQQQ"": 29.95593002168318}"
2020-09-22,"{""SQQQ"": 52.847125194421984, ""TQQQ"": 47.15287480557802}"
2020-09-23,"{""SQQQ"": 83.57841002015427, ""TQQQ"": 16.421589979845724}"
2020-09-24,"{""SQQQ"": 79.39514759780339, ""TQQQ"": 20.60485240219662}"
2020-09-25,"{""SQQQ"": 57.721217261599975, ""TQQQ"": 42.278782738400025}"
2020-09-28,"{""SQQQ"": 38.4529189732713, ""TQQQ"": 61.5470810267287}"
2020-09-29,"{""SQQQ"": 43.6541944636202, ""TQQQ"": 56.3458055363798}"
2020-09-30,"{""SQQQ"": 37.816177590893865, ""TQQQ"": 62.183822409106135}"
2020-10-01,"{""SQQQ"": 23.037595342592553, ""TQQQ"": 76.96240465740745}"
2020-10-02,"{""SQQQ"": 53.08923436729582, ""TQQQ"": 46.91076563270417}"
2020-10-05,"{""SQQQ"": 33.67108124823977, ""TQQQ"": 66.32891875176023}"
2020-10-06,"{""SQQQ"": 52.87152118109447, ""TQQQ"": 47.12847881890553}"
2020-10-07,"{""SQQQ"": 37.34516266109929, ""TQQQ"": 62.65483733890071}"
2020-10-08,"{""SQQQ"": 33.54356820080773, ""TQQQ"": 66.45643179919227}"
2020-10-09,"{""SQQQ"": 19.833093913443644, ""TQQQ"": 80.16690608655635}"
2020-10-12,"{""cash"": 100.0}"
2020-10-13,"{""cash"": 100.0}"
2020-10-14,"{""SQQQ"": 2.6329310490819657, ""TQQQ"": 97.36706895091804}"
2020-10-15,"{""SQQQ"": 11.08484312542376, ""TQQQ"": 88.91515687457624}"
2020-10-16,"{""SQQQ"": 17.807152184371443, ""TQQQ"": 82.19284781562855}"
2020-10-19,"{""SQQQ"": 35.561462136211276, ""TQQQ"": 64.43853786378872}"
2020-10-20,"{""SQQQ"": 34.40341471396725, ""TQQQ"": 65.59658528603275}"
2020-10-21,"{""SQQQ"": 36.564595268065844, ""TQQQ"": 63.435404731934156}"
2020-10-22,"{""SQQQ"": 37.48968881429753, ""TQQQ"": 62.51031118570247}"
2020-10-23,"{""SQQQ"": 36.378673170787415, ""TQQQ"": 63.621326829212585}"
2020-10-26,"{""SQQQ"": 52.177042383270546, ""TQQQ"": 47.82295761672945}"
2020-10-27,"{""SQQQ"": 44.906043940796515, ""TQQQ"": 55.093956059203485}"
2020-10-28,"{""SQQQ"": 83.64206956495738, ""TQQQ"": 16.357930435042626}"
2020-10-29,"{""SQQQ"": 66.79044581135787, ""TQQQ"": 33.20955418864213}"
2020-10-30,"{""SQQQ"": 90.985714519784, ""TQQQ"": 9.014285480216003}"
2020-11-02,"{""SQQQ"": 88.03443026783448, ""TQQQ"": 11.965569732165518}"
2020-11-03,"{""SQQQ"": 70.75984840701796, ""TQQQ"": 29.240151592982045}"
2020-11-04,"{""SQQQ"": 27.137912314080992, ""TQQQ"": 72.86208768591901}"
2020-11-05,"{""SQQQ"": 0.6389461881488812, ""TQQQ"": 99.36105381185112}"
2020-11-06,"{""SQQQ"": 0.120939678483023, ""TQQQ"": 99.87906032151697}"
2020-11-09,"{""SQQQ"": 21.295859077090697, ""TQQQ"": 78.7041409229093}"
2020-11-10,"{""SQQQ"": 38.90786201146196, ""TQQQ"": 61.09213798853804}"
2020-11-11,"{""SQQQ"": 15.528573071666829, ""TQQQ"": 84.47142692833317}"
2020-11-12,"{""SQQQ"": 19.32983018703326, ""TQQQ"": 80.67016981296675}"
2020-11-13,"{""SQQQ"": 10.545186507034366, ""TQQQ"": 89.45481349296564}"
2020-11-16,"{""SQQQ"": 3.1505862785387473, ""TQQQ"": 96.84941372146125}"
2020-11-17,"{""SQQQ"": 8.133456784223137, ""TQQQ"": 91.86654321577686}"
2020-11-18,"{""SQQQ"": 16.738648592789175, ""TQQQ"": 83.26135140721082}"
2020-11-19,"{""SQQQ"": 10.134022900323158, ""TQQQ"": 89.86597709967684}"
2020-11-20,"{""SQQQ"": 18.712800923869565, ""TQQQ"": 81.28719907613043}"
2020-11-23,"{""SQQQ"": 19.791580147474807, ""TQQQ"": 80.2084198525252}"
2020-11-24,"{""SQQQ"": 6.451196578044938, ""TQQQ"": 93.54880342195506}"
2020-11-25,"{""SQQQ"": 1.6785109671590082, ""TQQQ"": 98.32148903284099}"
2020-11-27,"{""cash"": 100.0}"
2020-11-30,"{""cash"": 100.0}"
2020-12-01,"{""cash"": 100.0}"
2020-12-02,"{""cash"": 100.0}"
2020-12-03,"{""cash"": 100.0}"
2020-12-04,"{""cash"": 100.0}"
2020-12-07,"{""cash"": 100.0}"
2020-12-08,"{""cash"": 100.0}"
2020-12-09,"{""SQQQ"": 6.117053542893447, ""TQQQ"": 93.88294645710656}"
2020-12-10,"{""SQQQ"": 3.712252183168918, ""TQQQ"": 96.28774781683109}"
2020-12-11,"{""SQQQ"": 7.444205692674699, ""TQQQ"": 92.5557943073253}"
2020-12-14,"{""SQQQ"": 2.0280746671375804, ""TQQQ"": 97.97192533286243}"
2020-12-15,"{""cash"": 100.0}"
2020-12-16,"{""cash"": 100.0}"
2020-12-17,"{""cash"": 100.0}"
2020-12-18,"{""cash"": 100.0}"
2020-12-21,"{""cash"": 100.0}"
2020-12-22,"{""cash"": 100.0}"
2020-12-23,"{""SQQQ"": 0.18812367086542547, ""TQQQ"": 99.81187632913458}"
2020-12-24,"{""cash"": 100.0}"
2020-12-28,"{""cash"": 100.0}"
2020-12-29,"{""cash"": 100.0}"
2020-12-30,"{""cash"": 100.0}"
2020-12-31,"{""cash"": 100.0}"
2021-01-04,"{""SQQQ"": 6.933834212030532, ""TQQQ"": 93.06616578796947}"
2021-01-05,"{""SQQQ"": 0.2901604099424526, ""TQQQ"": 99.70983959005754}"
2021-01-06,"{""SQQQ"": 16.42512483397497, ""TQQQ"": 83.57487516602504}"
2021-01-07,"{""cash"": 100.0}"
2021-01-08,"{""cash"": 100.0}"
2021-01-11,"{""SQQQ"": 1.3352830543791439, ""TQQQ"": 98.66471694562085}"
2021-01-12,"{""SQQQ"": 5.585765395590025, ""TQQQ"": 94.41423460440997}"
2021-01-13,"{""SQQQ"": 1.8161286319088754, ""TQQQ"": 98.18387136809112}"
2021-01-14,"{""SQQQ"": 10.483277008807024, ""TQQQ"": 89.51672299119298}"
2021-01-15,"{""SQQQ"": 21.220580605214213, ""TQQQ"": 78.77941939478579}"
2021-01-19,"{""SQQQ"": 8.263333003919959, ""TQQQ"": 91.73666699608005}"
2021-01-20,"{""cash"": 100.0}"
2021-01-21,"{""cash"": 100.0}"
2021-01-22,"{""cash"": 100.0}"
2021-01-25,"{""cash"": 100.0}"
2021-01-26,"{""cash"": 100.0}"
2021-01-27,"{""SQQQ"": 12.828010595878425, ""TQQQ"": 87.17198940412158}"
2021-01-28,"{""SQQQ"": 8.74267083234458, ""TQQQ"": 91.25732916765543}"
2021-01-29,"{""SQQQ"": 32.06908163133148, ""TQQQ"": 67.93091836866853}"
2021-02-01,"{""SQQQ"": 8.651769920369478, ""TQQQ"": 91.34823007963053}"
2021-02-02,"{""cash"": 100.0}"
2021-02-03,"{""SQQQ"": 0.705919741435157, ""TQQQ"": 99.29408025856485}"
2021-02-04,"{""cash"": 100.0}"
2021-02-05,"{""cash"": 100.0}"
2021-02-08,"{""cash"": 100.0}"
2021-02-09,"{""cash"": 100.0}"
2021-02-10,"{""cash"": 100.0}"
2021-02-11,"{""cash"": 100.0}"
2021-02-12,"{""cash"": 100.0}"
2021-02-16,"{""cash"": 100.0}"
2021-02-17,"{""cash"": 100.0}"
2021-02-18,"{""SQQQ"": 4.454094776864059, ""TQQQ"": 95.54590522313595}"
2021-02-19,"{""SQQQ"": 10.57048139551533, ""TQQQ"": 89.42951860448467}"
2021-02-22,"{""SQQQ"": 38.42497262874542, ""TQQQ"": 61.57502737125458}"
2021-02-23,"{""SQQQ"": 42.71315068768005, ""TQQQ"": 57.28684931231995}"
2021-02-24,"{""SQQQ"": 35.779117994750486, ""TQQQ"": 64.2208820052495}"
2021-02-25,"{""SQQQ"": 71.79721258977345, ""TQQQ"": 28.20278741022655}"
2021-02-26,"{""SQQQ"": 68.31920540071381, ""TQQQ"": 31.680794599286187}"
2021-03-01,"{""SQQQ"": 39.83336717005278, ""TQQQ"": 60.16663282994722}"
2021-03-02,"{""SQQQ"": 56.627684693020065, ""TQQQ"": 43.372315306979935}"
2021-03-03,"{""SQQQ"": 85.32881863057898, ""TQQQ"": 14.671181369421028}"
2021-03-04,"{""SQQQ"": 100.0}"
2021-03-05,"{""SQQQ"": 86.45433183298536, ""TQQQ"": 13.545668167014636}"
2021-03-08,"{""SQQQ"": 100.0}"
2021-03-09,"{""SQQQ"": 76.42380948512704, ""TQQQ"": 23.57619051487296}"
2021-03-10,"{""SQQQ"": 79.28454096892837, ""TQQQ"": 20.715459031071642}"
2021-03-11,"{""SQQQ"": 57.27918231309839, ""TQQQ"": 42.72081768690161}"
2021-03-12,"{""SQQQ"": 65.48974459376501, ""TQQQ"": 34.51025540623499}"
2021-03-15,"{""SQQQ"": 55.33012701658956, ""TQQQ"": 44.66987298341044}"
2021-03-16,"{""SQQQ"": 50.29391190505442, ""TQQQ"": 49.70608809494558}"
2021-03-17,"{""SQQQ"": 46.96279849031553, ""TQQQ"": 53.03720150968447}"
2021-03-18,"{""SQQQ"": 77.68243113062323, ""TQQQ"": 22.317568869376764}"
2021-03-19,"{""SQQQ"": 74.59365340756446, ""TQQQ"": 25.406346592435554}"
2021-03-22,"{""SQQQ"": 57.8019841467671, ""TQQQ"": 42.1980158532329}"
2021-03-23,"{""SQQQ"": 62.02152144634688, ""TQQQ"": 37.97847855365312}"
2021-03-24,"{""SQQQ"": 78.50802694035052, ""TQQQ"": 21.49197305964948}"
2021-03-25,"{""SQQQ"": 80.03442587588978, ""TQQQ"": 19.965574124110216}"
2021-03-26,"{""SQQQ"": 65.50602173785664, ""TQQQ"": 34.49397826214336}"
2021-03-29,"{""SQQQ"": 65.88227740313104, ""TQQQ"": 34.11772259686896}"
2021-03-30,"{""SQQQ"": 70.98760738284106, ""TQQQ"": 29.012392617158937}"
2021-03-31,"{""SQQQ"": 56.166280819719596, ""TQQQ"": 43.83371918028041}"
2021-04-01,"{""SQQQ"": 39.2664080634357, ""TQQQ"": 60.7335919365643}"
2021-04-05,"{""SQQQ"": 19.377864050574345, ""TQQQ"": 80.62213594942565}"
2021-04-06,"{""SQQQ"": 20.440607204954077, ""TQQQ"": 79.55939279504592}"
2021-04-07,"{""SQQQ"": 18.1751533961966, ""TQQQ"": 81.82484660380341}"
2021-04-08,"{""SQQQ"": 7.855541165173008, ""TQQQ"": 92.14445883482699}"
2021-04-09,"{""SQQQ"": 2.690311149793201, ""TQQQ"": 97.3096888502068}"
2021-04-12,"{""SQQQ"": 5.054518894666304, ""TQQQ"": 94.9454811053337}"
2021-04-13,"{""cash"": 100.0}"
2021-04-14,"{""SQQQ"": 8.146825310777972, ""TQQQ"": 91.85317468922203}"
2021-04-15,"{""cash"": 100.0}"
2021-04-16,"{""cash"": 100.0}"
2021-04-19,"{""SQQQ"": 3.2805245279101114, ""TQQQ"": 96.71947547208988}"
2021-04-20,"{""SQQQ"": 11.237407440361391, ""TQQQ"": 88.7625925596386}"
2021-04-21,"{""SQQQ"": 2.709317616509488, ""TQQQ"": 97.2906823834905}"
2021-04-22,"{""SQQQ"": 15.44866584813317, ""TQQQ"": 84.55133415186683}"
2021-04-23,"{""SQQQ"": 2.8479055106054973, ""TQQQ"": 97.1520944893945}"
2021-04-26,"{""cash"": 100.0}"
2021-04-27,"{""SQQQ"": 1.2905508493135653, ""TQQQ"": 98.70944915068644}"
2021-04-28,"{""SQQQ"": 5.061024164792139, ""TQQQ"": 94.93897583520786}"
2021-04-29,"{""SQQQ"": 1.7051900519893692, ""TQQQ"": 98.29480994801062}"
2021-04-30,"{""SQQQ"": 8.933644308543453, ""TQQQ"": 91.06635569145655}"
2021-05-03,"{""SQQQ"": 14.810137657669276, ""TQQQ"": 85.18986234233073}"
2021-05-04,"{""SQQQ"": 33.90044028825358, ""TQQQ"": 66.09955971174642}"
2021-05-05,"{""SQQQ"": 37.78920308483276, ""TQQQ"": 62.21079691516724}"
2021-05-06,"{""SQQQ"": 30.619024588943578, ""TQQQ"": 69.38097541105643}"
2021-05-07,"{""SQQQ"": 23.72209935618749, ""TQQQ"": 76.27790064381252}"
2021-05-10,"{""SQQQ"": 50.33650640037648, ""TQQQ"": 49.66349359962353}"
2021-05-11,"{""SQQQ"": 51.82357383632059, ""TQQQ"": 48.17642616367941}"
2021-05-12,"{""SQQQ"": 77.5827300756085, ""TQQQ"": 22.417269924391505}"
2021-05-13,"{""SQQQ"": 70.67214225399124, ""TQQQ"": 29.32785774600876}"
2021-05-14,"{""SQQQ"": 50.406921589151295, ""TQQQ"": 49.593078410848705}"
2021-05-17,"{""SQQQ"": 57.4301919507071, ""TQQQ"": 42.5698080492929}"
2021-05-18,"{""SQQQ"": 65.47662792567445, ""TQQQ"": 34.52337207432555}"
2021-05-19,"{""SQQQ"": 64.99654170363252, ""TQQQ"": 35.00345829636749}"
2021-05-20,"{""SQQQ"": 47.03253952850217, ""TQQQ"": 52.96746047149783}"
2021-05-21,"{""SQQQ"": 53.132367697877626, ""TQQQ"": 46.867632302122374}"
2021-05-24,"{""SQQQ"": 37.4104226588019, ""TQQQ"": 62.5895773411981}"
2021-05-25,"{""SQQQ"": 36.88182439203784, ""TQQQ"": 63.11817560796216}"
2021-05-26,"{""SQQQ"": 34.218351534972626, ""TQQQ"": 65.78164846502737}"
2021-05-27,"{""SQQQ"": 38.6656137189603, ""TQQQ"": 61.3343862810397}"
2021-05-28,"{""SQQQ"": 36.85137997672271, ""TQQQ"": 63.14862002327729}"
2021-06-01,"{""SQQQ"": 41.39509781329963, ""TQQQ"": 58.60490218670037}"
2021-06-02,"{""SQQQ"": 40.36378893032306, ""TQQQ"": 59.63621106967694}"
2021-06-03,"{""SQQQ"": 51.61821212079022, ""TQQQ"": 48.38178787920978}"
2021-06-04,"{""SQQQ"": 36.15277289120857, ""TQQQ"": 63.84722710879143}"
2021-06-07,"{""SQQQ"": 34.67996081411505, ""TQQQ"": 65.32003918588495}"
2021-06-08,"{""SQQQ"": 35.46775548983167, ""TQQQ"": 64.53224451016834}"
2021-06-09,"{""SQQQ"": 36.50479322482097, ""TQQQ"": 63.49520677517903}"
2021-06-10,"{""SQQQ"": 27.53996421975995, ""TQQQ"": 72.46003578024005}"
2021-06-11,"{""SQQQ"": 26.224981959514782, ""TQQQ"": 73.77501804048522}"
2021-06-14,"{""SQQQ"": 17.64448569908944, ""TQQQ"": 82.35551430091056}"
2021-06-15,"{""SQQQ"": 25.078663791166356, ""TQQQ"": 74.92133620883365}"
2021-06-16,"{""SQQQ"": 29.446398403668926, ""TQQQ"": 70.55360159633108}"
2021-06-17,"{""SQQQ"": 17.328865485878364, ""TQQQ"": 82.67113451412163}"
2021-06-18,"{""SQQQ"": 25.899470978584873, ""TQQQ"": 74.10052902141513}"
2021-06-21,"{""SQQQ"": 21.172011382930368, ""TQQQ"": 78.82798861706964}"
2021-06-22,"{""SQQQ"": 12.252878232971176, ""TQQQ"": 87.74712176702883}"
2021-06-23,"{""SQQQ"": 12.187754556030338, ""TQQQ"": 87.81224544396966}"
2021-06-24,"{""SQQQ"": 6.601596112236329, ""TQQQ"": 93.39840388776366}"
2021-06-25,"{""SQQQ"": 8.372474885289193, ""TQQQ"": 91.6275251147108}"
2021-06-28,"{""cash"": 100.0}"
2021-06-29,"{""cash"": 100.0}"
2021-06-30,"{""cash"": 100.0}"
2021-07-01,"{""cash"": 100.0}"
2021-07-02,"{""cash"": 100.0}"
2021-07-06,"{""cash"": 100.0}"
2021-07-07,"{""cash"": 100.0}"
2021-07-08,"{""cash"": 100.0}"
2021-07-09,"{""cash"": 100.0}"
2021-07-12,"{""cash"": 100.0}"
2021-07-13,"{""cash"": 100.0}"
2021-07-14,"{""cash"": 100.0}"
2021-07-15,"{""cash"": 100.0}"
2021-07-16,"{""SQQQ"": 2.714661115682049, ""TQQQ"": 97.28533888431795}"
2021-07-19,"{""SQQQ"": 12.706841195356755, ""TQQQ"": 87.29315880464324}"
2021-07-20,"{""SQQQ"": 2.158098479606585, ""TQQQ"": 97.84190152039342}"
2021-07-21,"{""cash"": 100.0}"
2021-07-22,"{""cash"": 100.0}"
2021-07-23,"{""cash"": 100.0}"
2021-07-26,"{""cash"": 100.0}"
2021-07-27,"{""cash"": 100.0}"
2021-07-28,"{""cash"": 100.0}"
2021-07-29,"{""cash"": 100.0}"
2021-07-30,"{""SQQQ"": 6.038918621574874, ""TQQQ"": 93.96108137842512}"
2021-08-02,"{""SQQQ"": 8.087324982630362, ""TQQQ"": 91.91267501736964}"
2021-08-03,"{""SQQQ"": 4.147608335097274, ""TQQQ"": 95.85239166490273}"
2021-08-04,"{""SQQQ"": 4.711669534578378, ""TQQQ"": 95.28833046542162}"
2021-08-05,"{""SQQQ"": 0.2705295014097331, ""TQQQ"": 99.72947049859027}"
2021-08-06,"{""SQQQ"": 6.883023785880016, ""TQQQ"": 93.11697621411999}"
2021-08-09,"{""SQQQ"": 7.074034329905854, ""TQQQ"": 92.92596567009414}"
2021-08-10,"{""SQQQ"": 14.350963140893702, ""TQQQ"": 85.6490368591063}"
2021-08-11,"{""SQQQ"": 18.075814653988797, ""TQQQ"": 81.9241853460112}"
2021-08-12,"{""SQQQ"": 16.338902620761676, ""TQQQ"": 83.66109737923833}"
2021-08-13,"{""SQQQ"": 14.969047062840268, ""TQQQ"": 85.03095293715973}"
2021-08-16,"{""SQQQ"": 16.456570661479986, ""TQQQ"": 83.54342933852001}"
2021-08-17,"{""SQQQ"": 27.23412815882561, ""TQQQ"": 72.76587184117439}"
2021-08-18,"{""SQQQ"": 38.52288354518232, ""TQQQ"": 61.47711645481768}"
2021-08-19,"{""SQQQ"": 35.17077764982096, ""TQQQ"": 64.82922235017904}"
2021-08-20,"{""SQQQ"": 26.21683233900215, ""TQQQ"": 73.78316766099785}"
2021-08-23,"{""SQQQ"": 12.771784767707361, ""TQQQ"": 87.22821523229264}"
2021-08-24,"{""SQQQ"": 11.32556809664733, ""TQQQ"": 88.67443190335267}"
2021-08-25,"{""SQQQ"": 12.005983013031084, ""TQQQ"": 87.99401698696892}"
2021-08-26,"{""SQQQ"": 20.391921579171267, ""TQQQ"": 79.60807842082873}"
2021-08-27,"{""SQQQ"": 12.140094518595458, ""TQQQ"": 87.85990548140454}"
2021-08-30,"{""SQQQ"": 2.6622979370706235, ""TQQQ"": 97.33770206292938}"
2021-08-31,"{""SQQQ"": 5.564099898403086, ""TQQQ"": 94.43590010159691}"
2021-09-01,"{""SQQQ"": 5.726401305465534, ""TQQQ"": 94.27359869453447}"
2021-09-02,"{""SQQQ"": 8.08783631949056, ""TQQQ"": 91.91216368050944}"
2021-09-03,"{""SQQQ"": 6.691922507900627, ""TQQQ"": 93.30807749209937}"
2021-09-07,"{""SQQQ"": 7.076592102826929, ""TQQQ"": 92.92340789717308}"
2021-09-08,"{""SQQQ"": 12.242285259303154, ""TQQQ"": 87.75771474069684}"
2021-09-09,"{""SQQQ"": 17.19263312913377, ""TQQQ"": 82.80736687086623}"
2021-09-10,"{""SQQQ"": 26.270271828679135, ""TQQQ"": 73.72972817132086}"
2021-09-13,"{""SQQQ"": 28.186386105530026, ""TQQQ"": 71.81361389446998}"
2021-09-14,"{""SQQQ"": 32.01190665538262, ""TQQQ"": 67.98809334461738}"
2021-09-15,"{""SQQQ"": 25.432062075503183, ""TQQQ"": 74.56793792449682}"
2021-09-16,"{""SQQQ"": 25.690841818448874, ""TQQQ"": 74.30915818155113}"
2021-09-17,"{""SQQQ"": 38.651940138199194, ""TQQQ"": 61.348059861800806}"
2021-09-20,"{""SQQQ"": 60.88243110057772, ""TQQQ"": 39.11756889942228}"
2021-09-21,"{""SQQQ"": 59.86455847578236, ""TQQQ"": 40.13544152421764}"
2021-09-22,"{""SQQQ"": 50.99797430148567, ""TQQQ"": 49.00202569851432}"
2021-09-23,"{""SQQQ"": 42.342146307443976, ""TQQQ"": 57.657853692556024}"
2021-09-24,"{""SQQQ"": 42.09352706488072, ""TQQQ"": 57.90647293511928}"
2021-09-27,"{""SQQQ"": 50.8044096766705, ""TQQQ"": 49.1955903233295}"
2021-09-28,"{""SQQQ"": 79.36620592505453, ""TQQQ"": 20.633794074945463}"
2021-09-29,"{""SQQQ"": 80.98400903684528, ""TQQQ"": 19.01599096315472}"
2021-09-30,"{""SQQQ"": 84.35845309498161, ""TQQQ"": 15.64154690501839}"
2021-10-01,"{""SQQQ"": 78.1687707397246, ""TQQQ"": 21.83122926027541}"
2021-10-04,"{""SQQQ"": 97.77678588797791, ""TQQQ"": 2.223214112022101}"
2021-10-05,"{""SQQQ"": 84.33609829500925, ""TQQQ"": 15.66390170499074}"
2021-10-06,"{""SQQQ"": 77.8948845767146, ""TQQQ"": 22.10511542328539}"
2021-10-07,"{""SQQQ"": 68.81926184527332, ""TQQQ"": 31.18073815472669}"
2021-10-08,"{""SQQQ"": 73.4335898588811, ""TQQQ"": 26.56641014111889}"
2021-10-11,"{""SQQQ"": 80.60338038506318, ""TQQQ"": 19.39661961493683}"
2021-10-12,"{""SQQQ"": 83.59604070836245, ""TQQQ"": 16.40395929163755}"
2021-10-13,"{""SQQQ"": 75.49355023579261, ""TQQQ"": 24.5064497642074}"
2021-10-14,"{""SQQQ"": 57.498741903628435, ""TQQQ"": 42.501258096371565}"
2021-10-15,"{""SQQQ"": 51.20261976088456, ""TQQQ"": 48.797380239115434}"
2021-10-18,"{""SQQQ"": 41.431568719945375, ""TQQQ"": 58.568431280054625}"
2021-10-19,"{""SQQQ"": 34.16546568624811, ""TQQQ"": 65.83453431375189}"
2021-10-20,"{""SQQQ"": 35.938206032203844, ""TQQQ"": 64.06179396779615}"
2021-10-21,"{""SQQQ"": 30.351753902067145, ""TQQQ"": 69.64824609793286}"
2021-10-22,"{""SQQQ"": 39.28244730428489, ""TQQQ"": 60.71755269571511}"
2021-10-25,"{""SQQQ"": 29.431380114190887, ""TQQQ"": 70.56861988580911}"
2021-10-26,"{""SQQQ"": 26.776289034504686, ""TQQQ"": 73.22371096549531}"
2021-10-27,"{""SQQQ"": 25.18921763063102, ""TQQQ"": 74.81078236936898}"
2021-10-28,"{""SQQQ"": 15.031195677074304, ""TQQQ"": 84.96880432292569}"
2021-10-29,"{""SQQQ"": 11.177190744891286, ""TQQQ"": 88.82280925510871}"
2021-11-01,"{""SQQQ"": 8.727724092829636, ""TQQQ"": 91.27227590717037}"
